[0.042s] Invoking command in '/home/alejandro/bookros2_ws/build/pal_gripper_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/alejandro/bookros2_ws/install/launch_pal:/home/alejandro/bookros2_ws/install/br2_fsm_bumpgo_py:/opt/ros/humble /usr/bin/cmake --build /home/alejandro/bookros2_ws/build/pal_gripper_description -- -j8 -l8
[0.111s] Invoked command in '/home/alejandro/bookros2_ws/build/pal_gripper_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/alejandro/bookros2_ws/install/launch_pal:/home/alejandro/bookros2_ws/install/br2_fsm_bumpgo_py:/opt/ros/humble /usr/bin/cmake --build /home/alejandro/bookros2_ws/build/pal_gripper_description -- -j8 -l8
[0.153s] Invoking command in '/home/alejandro/bookros2_ws/build/pal_gripper_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/alejandro/bookros2_ws/install/launch_pal:/home/alejandro/bookros2_ws/install/br2_fsm_bumpgo_py:/opt/ros/humble /usr/bin/cmake --install /home/alejandro/bookros2_ws/build/pal_gripper_description
[0.162s] -- Install configuration: ""
[0.162s] -- Execute custom install script
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/gazebo/gazebo.urdf.xacro
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/meshes/gripper_finger_link.stl
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/meshes/gripper_finger_link_collision.stl
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/meshes/gripper_link.stl
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/meshes/gripper_link_collision.stl
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/robots/gripper_test.urdf.xacro
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/robots/upload.launch
[0.169s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/robots/upload_gripper.launch
[0.170s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/urdf/gripper.gazebo.xacro
[0.170s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/urdf/gripper.ros2_control.xacro
[0.170s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/urdf/gripper.transmission.xacro
[0.170s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/urdf/gripper.urdf.xacro
[0.171s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/ros2_control/ros2_control.urdf.xacro
[0.171s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/ament_index/resource_index/package_run_dependencies/pal_gripper_description
[0.172s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/ament_index/resource_index/parent_prefix_path/pal_gripper_description
[0.172s] -- Up-to-date symlink: /home/alejandro/bookros2_ws/install/pal_gripper_description/share/pal_gripper_description/environment/ament_prefix_path.sh
